area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,region,price
240,1,1,1,0,yes,yes,yes,yes,no,yes,unfurnished,Tede,150363
189,5,1,1,3,yes,yes,no,no,no,no,furnished,Oyo,190640
179,1,3,2,0,yes,yes,yes,no,no,no,furnished,Lalupon,159076
92,5,3,1,1,no,no,yes,yes,yes,yes,furnished,Sepeteri,216675
267,2,1,2,1,yes,yes,yes,no,no,no,unfurnished,Awe,156642
139,3,1,2,3,no,yes,no,yes,no,no,semi-furnished,Iresa-Apa,173124
187,2,2,1,0,no,no,yes,yes,yes,no,semi-furnished,Eruwa,157551
152,4,3,1,1,no,no,yes,yes,no,no,semi-furnished,Iresa-Apa,180694
227,4,2,1,2,no,no,yes,yes,yes,no,semi-furnished,Akinmoorin,185145
246,5,2,1,1,yes,no,no,yes,yes,yes,unfurnished,Iresa-Adu,182873
305,2,1,1,2,yes,yes,yes,no,no,no,semi-furnished,Fiditi,153101
177,3,3,1,2,yes,yes,yes,no,no,yes,furnished,Igbeti,196879
138,3,3,2,1,no,no,yes,no,yes,yes,furnished,Iroko,186718
268,5,3,2,3,yes,no,no,yes,no,no,furnished,Sepeteri,207643
141,2,3,1,2,yes,yes,yes,yes,yes,yes,semi-furnished,Lanlate,179080
237,5,1,2,0,no,yes,no,no,yes,no,furnished,Eruwa,188206
130,3,2,1,2,yes,yes,no,no,yes,no,unfurnished,Iresa-Apa,175976
215,1,3,2,2,no,yes,yes,no,no,yes,unfurnished,Igboho,158695
322,2,3,2,0,no,yes,no,no,yes,no,unfurnished,Eruwa,167682
197,3,2,1,0,no,yes,no,no,yes,yes,furnished,Iseyin,170163
272,5,1,2,0,yes,yes,no,yes,yes,yes,furnished,Sepeteri,207721
367,1,2,1,1,yes,no,no,yes,yes,yes,furnished,Iroko,154410
291,1,2,2,1,yes,no,yes,no,yes,no,unfurnished,Otu,144050
323,4,3,1,3,yes,no,yes,yes,yes,yes,unfurnished,Fiditi,195059
182,4,1,1,3,yes,yes,yes,no,no,no,semi-furnished,Oyo,174499
137,1,2,1,0,yes,yes,yes,no,no,yes,semi-furnished,Igbeti,158223
126,5,1,1,1,no,yes,yes,no,no,yes,unfurnished,Akinmoorin,169394
257,1,2,1,1,no,yes,yes,no,yes,yes,unfurnished,Igbo-Ora,138516
144,1,3,2,2,no,no,no,no,yes,yes,furnished,Lanlate,176201
175,5,1,2,1,no,yes,no,yes,no,yes,semi-furnished,Ilora,185681
376,5,3,1,0,no,no,yes,yes,no,yes,furnished,Iseyin,192003
321,3,3,2,2,yes,yes,yes,yes,no,yes,semi-furnished,Erunmu,193723
131,4,1,1,1,yes,no,no,yes,yes,yes,unfurnished,Ilora,171657
256,1,3,2,3,yes,yes,yes,yes,yes,no,furnished,Sepeteri,190171
150,5,3,1,3,yes,no,yes,no,no,yes,semi-furnished,Jobele,207383
385,5,2,1,3,no,no,no,yes,no,yes,unfurnished,Igbo-Ora,190615
252,2,3,1,1,no,yes,yes,yes,yes,yes,unfurnished,Ago-Amodu,159905
289,1,1,2,3,no,no,no,no,no,no,unfurnished,Tede,139368
309,2,1,1,2,yes,yes,no,no,yes,yes,furnished,Awe,160841
322,1,3,2,1,no,yes,yes,no,no,no,unfurnished,Sepeteri,150264
175,5,1,1,3,yes,yes,no,yes,no,yes,semi-furnished,Alabata,197969
187,4,3,2,1,yes,no,yes,no,yes,no,furnished,Otu,208540
98,1,2,2,3,yes,no,no,yes,no,yes,semi-furnished,Alabata,165838
105,5,2,1,3,yes,yes,no,no,yes,no,semi-furnished,Otu,197415
247,3,2,2,3,yes,yes,yes,no,no,yes,semi-furnished,Igangan,177346
165,4,3,1,2,yes,no,yes,no,yes,no,unfurnished,Fiditi,191672
128,3,3,2,3,yes,no,yes,no,yes,yes,unfurnished,Jobele,193110
135,2,2,2,0,yes,yes,no,yes,no,no,furnished,Ayete,169648
159,4,1,2,3,no,yes,no,yes,no,yes,unfurnished,Ado-Awaye,170774
343,4,2,1,1,no,yes,yes,yes,yes,no,unfurnished,Ogbomosho,180900
364,1,2,2,1,yes,no,yes,no,yes,yes,semi-furnished,Iresa-Apa,158702
366,5,1,1,3,yes,no,no,no,no,yes,semi-furnished,Okeho,193147
381,3,1,2,0,yes,yes,no,yes,no,no,unfurnished,Otu,166898
95,2,3,1,1,yes,yes,yes,yes,no,yes,furnished,Awe,179089
309,3,2,1,3,yes,no,yes,no,no,yes,semi-furnished,Ibadan,177219
212,2,2,1,3,yes,no,yes,no,yes,yes,furnished,Fiditi,183082
285,1,3,1,2,no,yes,no,yes,no,yes,unfurnished,Lanlate,150086
277,4,3,1,3,no,no,no,no,yes,no,unfurnished,Jobele,176847
344,4,2,1,2,yes,yes,yes,yes,yes,no,unfurnished,Iroko,186575
308,4,2,1,1,no,no,yes,yes,no,yes,semi-furnished,Otu,182305
335,2,2,2,0,yes,no,yes,no,no,no,semi-furnished,Ilora,156340
178,3,2,1,0,no,yes,yes,yes,no,yes,furnished,Igbo-Ora,177253
286,3,3,1,3,no,yes,no,no,no,yes,semi-furnished,Igbeti,176712
310,2,3,2,3,yes,no,no,no,yes,no,furnished,Jobele,190870
139,4,3,1,3,no,yes,no,yes,yes,no,semi-furnished,Okeho,186540
336,3,2,2,2,yes,no,no,yes,no,yes,unfurnished,Igbo-Ora,182161
352,5,1,1,2,no,yes,no,no,yes,yes,furnished,Iresa-Apa,203121
331,2,2,1,2,no,no,yes,yes,yes,yes,unfurnished,Erunmu,153923
359,4,3,1,0,yes,yes,no,no,yes,yes,semi-furnished,Jobele,181821
103,1,1,2,1,no,yes,no,yes,no,yes,furnished,Oyo,150011
300,2,1,2,0,no,no,yes,no,no,yes,semi-furnished,Akinmoorin,150800
185,4,3,1,1,no,yes,no,no,no,no,unfurnished,Lanlate,168047
198,3,3,2,0,no,yes,yes,no,no,no,unfurnished,Kisi (Kishi),167265
342,4,1,2,1,yes,no,yes,yes,yes,no,semi-furnished,Igbeti,176772
348,2,3,1,2,no,no,no,yes,yes,no,semi-furnished,Saki,161287
152,4,1,2,0,no,no,yes,no,no,no,semi-furnished,Ado-Awaye,175976
130,3,3,1,2,no,no,yes,yes,yes,no,furnished,Lanlate,183690
208,4,1,2,0,yes,yes,yes,yes,yes,yes,unfurnished,Igbeti,178414
111,3,1,2,2,no,yes,no,no,yes,no,unfurnished,Iresa-Adu,171228
306,4,1,1,1,no,no,yes,no,no,yes,unfurnished,Awe,157157
131,5,1,1,3,yes,yes,no,no,no,yes,semi-furnished,Erunmu,196030
353,5,2,2,1,no,no,yes,yes,yes,no,furnished,Akinmoorin,201407
352,4,3,2,2,yes,yes,yes,no,yes,no,semi-furnished,Ilora,205001
251,1,2,2,3,no,no,yes,yes,yes,yes,furnished,Lalupon,176715
169,2,3,1,3,no,yes,yes,no,no,yes,unfurnished,Jobele,173767
228,2,3,2,2,yes,no,no,yes,yes,no,semi-furnished,Fiditi,183328
395,5,1,2,3,no,no,no,yes,no,yes,unfurnished,Erunmu,190308
254,3,2,2,3,no,no,no,no,yes,no,semi-furnished,Lanlate,183551
109,5,2,2,2,yes,no,yes,yes,yes,no,furnished,Ilora,217297
376,4,3,2,2,yes,yes,yes,no,yes,yes,furnished,Ilora,202897
388,1,2,1,0,no,no,no,yes,no,no,unfurnished,Igangan,131746
216,3,1,1,3,no,yes,no,yes,no,no,furnished,Saki,168592
360,2,3,2,3,yes,no,yes,yes,no,yes,unfurnished,Kisi (Kishi),177797
346,3,1,2,0,yes,yes,no,no,no,yes,semi-furnished,Ago-Amodu,174648
178,5,2,1,1,no,no,yes,yes,no,yes,semi-furnished,Igboho,197657
290,5,3,2,1,yes,no,no,yes,yes,yes,furnished,Iroko,206182
364,2,1,2,1,yes,yes,yes,no,yes,no,furnished,Ayete,167439
225,4,1,2,2,yes,yes,yes,yes,yes,yes,semi-furnished,Otu,198683
325,2,3,2,2,no,yes,no,yes,no,yes,semi-furnished,Igbo-Ora,183304
164,3,2,1,0,yes,no,no,no,yes,no,semi-furnished,Ilora,174555
191,5,2,1,2,yes,no,yes,yes,yes,yes,furnished,Lalupon,207716
321,1,2,2,3,no,no,no,no,yes,no,semi-furnished,Igangan,154312
385,5,3,1,2,yes,no,yes,yes,yes,yes,semi-furnished,Igangan,205698
305,4,3,1,3,yes,yes,yes,yes,no,yes,semi-furnished,Ibadan,200703
114,5,1,2,1,no,no,yes,no,no,yes,furnished,Lalupon,191431
246,2,2,2,0,no,yes,yes,no,no,no,furnished,Erunmu,167648
107,4,1,2,0,no,yes,yes,yes,yes,no,semi-furnished,Erunmu,188063
109,3,3,1,0,yes,yes,yes,yes,yes,yes,furnished,Igangan,197808
96,3,1,1,3,no,yes,yes,yes,no,no,furnished,Otu,178089
388,3,3,2,2,yes,yes,no,no,yes,no,unfurnished,Fiditi,176156
218,2,2,1,3,yes,no,yes,yes,yes,yes,semi-furnished,Ibadan,166562
298,3,3,2,2,yes,yes,no,no,yes,no,unfurnished,Iseyin,175264
278,3,1,2,0,yes,yes,no,no,yes,no,furnished,Lalupon,169745
255,1,2,1,2,no,yes,no,yes,yes,yes,semi-furnished,Iresa-Apa,166199
326,3,2,1,0,yes,yes,no,yes,no,yes,unfurnished,Igbeti,167500
150,5,1,2,2,yes,no,no,yes,yes,no,unfurnished,Erunmu,183874
323,5,1,2,1,no,yes,yes,no,no,no,unfurnished,Igbeti,184124
283,1,3,1,0,no,no,no,no,yes,no,semi-furnished,Ogbomosho,154828
354,2,1,2,2,yes,no,no,yes,yes,no,furnished,Lalupon,164465
81,2,1,2,0,no,no,no,yes,no,no,semi-furnished,Kisi (Kishi),148120
151,5,1,1,2,yes,yes,yes,yes,no,yes,semi-furnished,Lalupon,185391
198,3,2,2,2,no,yes,no,yes,no,yes,furnished,Ilora,188661
340,3,3,1,2,no,yes,no,yes,no,no,semi-furnished,Okeho,173373
282,5,1,1,3,no,no,yes,yes,no,yes,semi-furnished,Ago-Amodu,197850
379,5,3,2,1,no,no,yes,yes,no,yes,furnished,Igboho,209472
286,5,2,2,3,yes,no,no,no,no,yes,semi-furnished,Ibadan,198301
214,3,3,1,2,yes,no,no,yes,yes,yes,unfurnished,Erunmu,176637
360,1,3,2,1,no,yes,yes,no,no,no,furnished,Igboho,166401
133,5,2,1,0,yes,no,yes,no,yes,yes,unfurnished,Tede,181918
311,1,3,1,2,no,yes,no,no,no,yes,semi-furnished,Ayete,159836
264,5,3,2,1,yes,yes,no,no,yes,yes,semi-furnished,Ado-Awaye,208557
308,1,3,2,0,yes,no,no,yes,yes,yes,semi-furnished,Ilora,155472
203,4,2,2,2,yes,yes,no,yes,yes,yes,semi-furnished,Alabata,187463
185,3,2,1,1,yes,yes,no,no,yes,no,furnished,Lanlate,173606
95,2,2,2,3,no,no,no,yes,no,no,unfurnished,Igboho,152838
87,3,2,2,0,yes,yes,no,no,yes,no,semi-furnished,Fiditi,165978
359,3,1,1,3,yes,no,yes,yes,yes,yes,furnished,Iroko,188447
348,5,1,1,2,no,yes,no,no,yes,yes,semi-furnished,Jobele,180458
287,3,2,2,2,no,no,yes,yes,no,yes,semi-furnished,Iresa-Adu,180620
211,5,1,2,3,no,yes,no,yes,no,no,unfurnished,Lanlate,185118
132,2,1,2,0,no,yes,no,no,no,yes,unfurnished,Lanlate,134871
375,3,2,2,3,yes,yes,yes,no,no,no,furnished,Jobele,190874
104,4,2,1,2,yes,no,no,no,yes,yes,furnished,Iresa-Adu,201704
326,5,2,2,2,no,yes,yes,yes,no,no,furnished,Ayete,203009
247,4,1,2,1,no,yes,yes,yes,yes,yes,semi-furnished,Igbo-Ora,181979
121,5,3,1,0,yes,yes,no,no,no,no,semi-furnished,Ilora,196093
246,1,2,2,3,yes,yes,yes,yes,yes,yes,unfurnished,Igangan,159131
250,4,3,2,3,yes,yes,no,yes,yes,no,semi-furnished,Sepeteri,206256
373,4,1,2,2,no,yes,yes,no,yes,no,furnished,Iresa-Adu,182123
351,2,3,2,0,no,no,yes,yes,yes,no,unfurnished,Alabata,162184
125,5,1,2,3,no,no,yes,yes,no,yes,unfurnished,Igangan,187844
294,4,2,2,2,yes,yes,yes,yes,no,yes,furnished,Ibadan,196896
237,2,3,2,2,no,no,yes,yes,no,yes,furnished,Iresa-Adu,187494
361,2,1,1,0,yes,no,yes,no,no,no,unfurnished,Lanlate,143380
163,5,2,1,1,no,yes,yes,no,no,yes,semi-furnished,Igbo-Ora,186996
153,4,2,1,3,yes,no,no,yes,yes,yes,furnished,Kisi (Kishi),203338
246,3,3,2,3,no,yes,no,no,no,no,unfurnished,Eruwa,181766
384,3,1,1,1,no,no,yes,no,yes,no,furnished,Oyo,175774
308,1,2,1,1,no,yes,yes,no,no,yes,unfurnished,Otu,148640
285,3,1,2,3,no,yes,no,yes,yes,no,semi-furnished,Okeho,172155
119,1,2,1,2,no,yes,no,yes,yes,yes,unfurnished,Akinmoorin,147581
226,3,3,2,2,no,no,yes,yes,no,yes,furnished,Igbo-Ora,190668
332,5,3,1,3,yes,yes,no,yes,no,no,unfurnished,Ibadan,195037
340,5,1,2,1,no,no,no,no,no,no,semi-furnished,Igangan,178588
340,2,3,2,2,yes,yes,yes,yes,no,yes,furnished,Tede,199434
278,1,3,1,1,no,no,yes,yes,no,no,furnished,Iseyin,153950
110,1,1,1,2,yes,no,yes,yes,yes,no,furnished,Awe,167224
390,5,1,2,2,yes,yes,yes,no,yes,no,unfurnished,Ilora,197865
179,5,1,1,0,yes,yes,yes,no,no,yes,furnished,Awe,192407
181,2,1,2,2,no,yes,no,yes,no,no,semi-furnished,Lanlate,151003
248,1,1,1,3,no,no,yes,yes,no,yes,unfurnished,Otu,133944
178,3,3,2,0,yes,no,no,no,yes,no,semi-furnished,Oyo,178312
314,3,2,2,3,yes,no,yes,no,yes,yes,semi-furnished,Akinmoorin,194238
275,3,2,2,0,yes,no,yes,yes,no,yes,furnished,Jobele,185728
274,1,3,1,3,no,no,yes,no,no,yes,furnished,Erunmu,165631
150,5,2,1,3,no,no,no,yes,no,yes,furnished,Tede,200901
286,1,2,2,1,yes,yes,no,no,no,yes,unfurnished,Jobele,142274
181,1,3,2,1,yes,no,no,yes,no,yes,furnished,Iresa-Apa,162596
272,5,2,1,1,yes,no,no,no,no,no,unfurnished,Iresa-Adu,182779
152,2,3,1,1,no,no,yes,no,yes,no,unfurnished,Ayete,149148
306,5,2,1,3,no,no,no,no,yes,no,semi-furnished,Erunmu,197012
313,5,1,2,0,yes,yes,no,yes,no,no,unfurnished,Kisi (Kishi),187091
187,5,1,2,1,no,yes,yes,no,no,yes,furnished,Erunmu,191926
127,3,1,1,0,no,yes,no,yes,no,yes,unfurnished,Jobele,143012
290,2,2,2,3,yes,no,yes,yes,yes,no,unfurnished,Iroko,165726
201,1,1,2,2,no,yes,no,no,no,yes,furnished,Fiditi,162202
98,4,2,1,0,no,no,no,no,yes,no,unfurnished,Ago-Amodu,173265
217,3,1,2,3,no,no,yes,no,no,no,furnished,Lanlate,181921
270,2,2,1,3,yes,yes,yes,yes,yes,no,semi-furnished,Akinmoorin,168952
99,1,3,2,3,no,yes,yes,yes,yes,yes,furnished,Iseyin,179523
246,1,1,1,2,yes,no,no,no,no,yes,semi-furnished,Ado-Awaye,142651
324,4,2,1,1,yes,no,yes,no,no,no,furnished,Tede,192395
103,5,3,1,2,yes,no,yes,no,no,yes,furnished,Ogbomosho,213738
285,2,2,2,1,no,no,yes,no,yes,yes,semi-furnished,Igbo-Ora,168536
237,4,1,1,1,yes,yes,yes,yes,yes,yes,furnished,Saki,189125
353,1,2,1,2,yes,no,no,no,no,yes,furnished,Oyo,159101
182,5,1,2,3,no,no,yes,no,no,yes,furnished,Eruwa,203023
283,3,3,1,0,yes,yes,no,yes,yes,no,furnished,Lanlate,180451
341,2,3,1,3,yes,yes,yes,no,yes,no,furnished,Sepeteri,190652
356,4,2,1,1,no,no,no,no,no,yes,furnished,Okeho,176881
214,3,2,2,2,no,no,yes,yes,yes,no,unfurnished,Fiditi,177446
357,4,3,1,3,no,no,no,yes,yes,yes,unfurnished,Saki,177525
379,5,2,2,3,no,no,yes,no,no,no,unfurnished,Iseyin,187185
291,5,3,2,2,no,no,no,yes,yes,yes,unfurnished,Kisi (Kishi),207967
328,4,2,1,3,yes,no,yes,yes,no,no,unfurnished,Erunmu,188279
184,2,2,2,2,yes,yes,no,yes,no,yes,unfurnished,Erunmu,160509
261,4,1,2,2,yes,no,no,no,no,yes,unfurnished,Kisi (Kishi),177570
81,5,1,1,1,no,no,no,yes,yes,no,semi-furnished,Lanlate,183436
370,2,3,2,2,no,yes,yes,no,yes,no,furnished,Igbeti,189879
290,2,2,2,1,yes,yes,no,yes,no,no,semi-furnished,Ilora,177121
381,5,3,2,1,no,no,no,no,no,no,semi-furnished,Igboho,199032
362,2,2,2,0,no,yes,yes,no,no,yes,unfurnished,Iroko,158055
369,5,3,1,1,yes,no,no,yes,no,yes,semi-furnished,Ibadan,206638
256,5,1,2,1,yes,yes,yes,yes,no,no,semi-furnished,Oyo,196928
308,2,3,2,1,yes,no,no,no,no,yes,semi-furnished,Awe,175294
233,1,3,2,2,no,no,no,yes,no,yes,unfurnished,Okeho,156258
324,3,3,1,0,yes,no,yes,yes,no,no,unfurnished,Sepeteri,176100
260,1,1,2,2,no,no,yes,yes,no,yes,furnished,Sepeteri,167658
187,3,1,2,2,yes,yes,yes,yes,no,yes,semi-furnished,Otu,176320
120,3,1,1,2,no,yes,yes,yes,yes,no,furnished,Sepeteri,184048
120,3,3,2,1,yes,yes,yes,yes,no,no,furnished,Lanlate,189363
203,3,1,2,2,yes,yes,yes,no,no,no,semi-furnished,Saki,179272
279,2,3,2,2,yes,no,no,yes,no,no,furnished,Otu,181456
138,2,2,1,2,no,yes,yes,yes,yes,yes,semi-furnished,Eruwa,172199
233,1,2,2,3,yes,yes,yes,no,no,no,furnished,Tede,180777
397,2,2,2,1,yes,yes,yes,no,yes,no,unfurnished,Igbeti,156632
277,5,1,1,1,yes,no,no,yes,yes,yes,semi-furnished,Ogbomosho,187387
166,2,2,2,2,yes,no,no,yes,yes,yes,unfurnished,Ogbomosho,164312
88,5,2,1,0,no,no,yes,yes,yes,no,unfurnished,Ilora,188486
281,2,3,1,3,yes,yes,yes,yes,no,yes,semi-furnished,Ado-Awaye,174528
149,4,2,2,2,yes,no,no,yes,no,no,unfurnished,Oyo,181457
367,4,1,1,1,no,no,no,no,no,no,unfurnished,Alabata,162872
305,3,3,2,1,no,yes,yes,yes,no,yes,semi-furnished,Ago-Amodu,176249
309,2,1,2,1,no,yes,no,no,yes,no,semi-furnished,Iseyin,159083
309,1,2,1,1,no,no,no,yes,yes,yes,furnished,Ogbomosho,156694
222,4,2,2,1,no,yes,yes,yes,no,yes,furnished,Fiditi,193166
187,4,3,2,1,no,yes,no,yes,yes,yes,unfurnished,Oyo,183066
83,5,3,1,3,no,yes,yes,no,no,no,furnished,Jobele,205804
146,5,2,1,3,yes,no,yes,no,no,no,furnished,Eruwa,193993
100,3,2,1,2,yes,yes,no,yes,yes,yes,furnished,Igangan,189606
121,2,2,1,0,no,no,yes,yes,no,yes,unfurnished,Lalupon,152958
315,2,3,2,0,no,no,no,no,no,no,furnished,Igbo-Ora,175763
198,1,3,2,1,yes,no,yes,yes,yes,yes,semi-furnished,Igangan,163665
385,2,2,2,2,no,no,no,no,no,yes,unfurnished,Ayete,152543
127,2,3,1,1,no,yes,no,no,yes,no,unfurnished,Erunmu,151027
254,3,1,1,0,no,no,yes,no,yes,yes,semi-furnished,Awe,164090
174,4,1,2,3,yes,no,no,no,no,yes,furnished,Saki,183625
149,4,2,1,1,no,yes,yes,yes,yes,yes,unfurnished,Jobele,182235
241,5,2,2,1,no,no,yes,yes,yes,no,semi-furnished,Kisi (Kishi),204820
192,4,2,2,1,yes,no,no,yes,no,no,furnished,Tede,188265
289,1,2,2,3,yes,yes,yes,no,yes,no,unfurnished,Jobele,167689
399,2,2,1,3,yes,no,no,yes,yes,yes,semi-furnished,Iresa-Adu,171547
187,5,2,1,1,no,no,no,no,yes,no,semi-furnished,Fiditi,186069
383,3,3,1,2,yes,no,yes,yes,yes,yes,furnished,Alabata,194313
84,5,2,2,1,no,no,no,yes,yes,no,unfurnished,Igboho,186935
204,5,2,1,2,no,no,no,no,yes,no,unfurnished,Ogbomosho,187047
375,3,3,2,2,no,yes,no,no,yes,yes,unfurnished,Oyo,175597
124,3,3,2,3,yes,no,yes,yes,no,no,semi-furnished,Akinmoorin,198514
197,5,1,1,1,yes,yes,yes,yes,yes,no,unfurnished,Iresa-Adu,181157
378,1,1,2,0,yes,no,no,yes,yes,no,unfurnished,Okeho,143924
380,5,2,2,3,no,yes,yes,no,no,no,semi-furnished,Sepeteri,197453
132,2,3,1,0,yes,yes,yes,yes,yes,yes,semi-furnished,Okeho,167463
160,3,2,1,0,yes,no,no,no,yes,yes,unfurnished,Sepeteri,160316
135,1,2,1,3,yes,yes,yes,yes,no,yes,semi-furnished,Jobele,155394
234,2,3,1,1,no,yes,yes,yes,no,no,semi-furnished,Saki,171745
365,2,3,2,2,no,no,yes,yes,yes,no,furnished,Tede,189091
330,5,3,2,1,yes,yes,no,no,yes,no,semi-furnished,Ago-Amodu,213399
170,4,3,1,2,yes,yes,no,yes,no,yes,semi-furnished,Akinmoorin,188089
325,4,3,2,1,no,no,no,no,yes,no,furnished,Igbo-Ora,186637
249,3,3,1,3,no,no,yes,no,yes,no,furnished,Iresa-Adu,196234
332,2,3,2,2,yes,yes,no,yes,yes,no,semi-furnished,Otu,173397
147,1,1,1,0,no,no,yes,yes,no,no,unfurnished,Awe,129533
258,4,3,2,1,yes,no,no,yes,no,no,unfurnished,Lalupon,176770
101,5,3,1,2,yes,yes,yes,no,no,yes,unfurnished,Igboho,205090
329,1,3,2,3,yes,no,no,no,no,yes,semi-furnished,Igbeti,156934
136,2,1,1,1,yes,no,no,no,yes,yes,semi-furnished,Awe,153054
82,4,2,2,0,no,no,no,yes,yes,yes,furnished,Igboho,193520
171,1,2,1,3,yes,no,no,yes,no,no,unfurnished,Awe,145702
228,3,1,1,3,yes,no,no,yes,yes,yes,unfurnished,Iresa-Adu,168104
189,3,3,2,3,yes,no,no,no,yes,no,semi-furnished,Iresa-Adu,192793
393,2,2,1,0,no,no,no,no,no,no,unfurnished,Ilora,141285
341,3,1,1,0,yes,no,no,yes,no,yes,unfurnished,Iroko,164154
158,1,3,2,1,no,no,no,no,no,no,semi-furnished,Igbeti,154235
351,4,2,1,2,no,no,yes,yes,no,no,unfurnished,Fiditi,170081
383,3,2,2,2,no,yes,yes,yes,no,yes,unfurnished,Ibadan,178615
289,2,2,1,3,no,no,no,no,no,yes,furnished,Ago-Amodu,164809
131,5,2,1,1,no,no,no,no,no,yes,semi-furnished,Erunmu,174809
376,4,3,1,0,yes,yes,yes,yes,yes,no,furnished,Akinmoorin,193153
297,3,1,2,2,no,yes,no,yes,yes,no,semi-furnished,Okeho,164749
85,5,3,1,2,no,no,yes,yes,no,no,furnished,Iresa-Apa,204917
261,1,3,1,1,no,no,yes,no,no,yes,semi-furnished,Lalupon,144152
251,1,3,1,1,yes,yes,yes,no,yes,no,furnished,Iresa-Adu,169673
158,5,1,1,1,yes,yes,no,no,yes,yes,unfurnished,Iroko,184253
151,3,2,1,0,no,no,no,yes,no,yes,unfurnished,Iroko,157286
191,4,1,2,1,no,no,yes,no,yes,yes,unfurnished,Lanlate,174287
255,3,3,1,2,yes,no,yes,no,no,no,semi-furnished,Saki,185648
172,1,2,2,1,yes,no,no,no,yes,no,furnished,Igbo-Ora,166894
148,1,3,1,2,yes,yes,yes,yes,yes,yes,furnished,Lanlate,181725
390,2,2,2,3,no,no,yes,no,yes,yes,semi-furnished,Ibadan,169387
393,2,2,1,1,no,yes,no,no,no,no,semi-furnished,Oyo,161708
149,4,3,1,0,no,no,yes,yes,no,no,unfurnished,Iroko,170950
385,5,3,1,0,no,no,yes,yes,no,yes,semi-furnished,Ago-Amodu,191416
91,3,3,1,3,no,yes,no,no,no,no,semi-furnished,Lanlate,180834
394,1,1,2,2,no,yes,no,yes,no,no,furnished,Ibadan,153967
80,2,3,1,2,no,no,no,no,yes,yes,unfurnished,Iresa-Apa,165657
174,2,1,1,1,no,yes,no,no,yes,yes,furnished,Igbeti,156238
277,1,2,1,0,yes,yes,no,no,no,no,furnished,Okeho,157500
206,2,1,1,3,yes,no,yes,yes,no,yes,unfurnished,Ayete,155370
379,2,2,2,0,no,yes,yes,no,no,no,semi-furnished,Ilora,153196
143,2,1,2,2,no,yes,no,no,yes,no,furnished,Ilora,156961
136,5,2,1,1,no,no,yes,yes,yes,no,furnished,Kisi (Kishi),202369
166,1,2,2,2,no,yes,yes,yes,yes,no,unfurnished,Iresa-Apa,145147
144,5,3,2,3,no,no,yes,yes,no,no,semi-furnished,Iresa-Adu,204263
224,4,1,1,1,yes,yes,yes,yes,yes,yes,semi-furnished,Ago-Amodu,190321
312,4,1,2,1,yes,yes,no,yes,yes,yes,furnished,Lalupon,191587
207,4,1,2,0,yes,no,no,no,yes,yes,unfurnished,Okeho,169188
138,4,3,1,2,yes,yes,no,no,no,no,unfurnished,Iresa-Adu,185437
387,5,1,1,2,no,no,yes,no,no,yes,semi-furnished,Ayete,180163
129,4,2,2,2,no,no,no,no,yes,no,unfurnished,Eruwa,174051
344,4,3,1,3,yes,no,no,no,no,no,furnished,Akinmoorin,191740
340,4,3,1,1,no,no,yes,yes,yes,yes,semi-furnished,Ogbomosho,196121
127,2,3,2,0,yes,no,no,no,yes,no,furnished,Erunmu,178804
398,1,1,1,2,no,yes,yes,yes,yes,no,furnished,Otu,150244
149,1,3,2,3,yes,no,no,yes,yes,no,semi-furnished,Igboho,161116
178,4,1,1,2,no,no,yes,yes,yes,yes,furnished,Ago-Amodu,179673
143,4,1,1,1,yes,yes,yes,no,no,no,semi-furnished,Fiditi,175238
186,2,1,2,0,no,yes,no,yes,no,yes,semi-furnished,Igangan,162209
361,4,1,1,0,yes,yes,yes,no,no,no,furnished,Lalupon,185451
368,2,3,2,3,yes,yes,no,no,no,yes,furnished,Sepeteri,185911
358,1,2,2,0,no,no,yes,yes,yes,no,unfurnished,Igboho,145147
228,2,3,2,3,no,no,yes,no,no,yes,unfurnished,Igangan,176143
224,2,3,2,0,no,yes,no,no,yes,yes,unfurnished,Jobele,172234
379,3,3,1,1,yes,yes,no,yes,no,no,unfurnished,Tede,175760
189,2,1,2,1,yes,no,yes,no,no,yes,unfurnished,Igbo-Ora,159404
221,2,3,1,3,no,no,yes,no,no,no,semi-furnished,Eruwa,156376
179,4,2,2,1,yes,no,yes,yes,no,no,furnished,Ibadan,195862
251,3,2,1,2,yes,yes,yes,yes,yes,no,unfurnished,Oyo,165320
122,1,1,2,2,no,yes,yes,no,yes,yes,semi-furnished,Ibadan,162954
267,1,2,1,1,yes,yes,yes,yes,yes,no,unfurnished,Iresa-Apa,159409
377,2,3,1,1,yes,yes,no,yes,yes,yes,unfurnished,Ibadan,160511
149,3,2,2,1,no,yes,no,yes,no,no,furnished,Jobele,177804
208,3,2,1,3,yes,no,no,no,yes,no,unfurnished,Igbo-Ora,160643
272,5,2,1,3,yes,no,no,no,yes,no,semi-furnished,Awe,188669
105,1,3,2,1,no,yes,no,yes,no,no,unfurnished,Erunmu,148206
183,3,1,2,1,yes,no,yes,yes,no,yes,semi-furnished,Eruwa,172807
163,2,1,2,0,yes,yes,no,yes,yes,no,semi-furnished,Iseyin,156459
236,1,3,2,3,yes,yes,yes,no,no,no,furnished,Ago-Amodu,177323
259,1,2,1,2,yes,yes,no,yes,yes,no,semi-furnished,Fiditi,164993
331,5,1,1,0,no,no,yes,no,yes,no,semi-furnished,Igboho,171274
